schema,object_name,object_type,owner,estimated_rows,exact_rows_when_safe,size_bytes,created_date,last_definition_change,last_write_evidence,date_coverage,primary_identity_columns,primary_key,foreign_key_dependencies,dependent_views_functions,trigger_writers,rls_enabled,active_repository_callers,active_scheduled_callers,known_research_callers
nhl,predictions.uq_nhl_predictions_player_game_prop_line,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_nhl_predictions_player_game_prop_line ON nhl.predictions USING btree (player_id, game_id, prop, line)",,,,,,,,,,
nhl,predictions.uq_pred,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_pred ON nhl.predictions USING btree (prop, player_id, game_id, line, feature_hash)",,,,,,,,,,
nhl,predictions.ux_predictions_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_predictions_unique ON nhl.predictions USING btree (prop, player_id, game_id, line, feature_hash)",,,,,,,,,,
nhl,roster_names.roster_names_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX roster_names_pkey ON nhl.roster_names USING btree (player_id),,,,,,,,,,
nhl,roster_status.roster_status_latest_idx,INDEX,,,,,,,"CREATE INDEX roster_status_latest_idx ON nhl.roster_status USING btree (game_id, player_id, asof_ts DESC)",,,,,,,,,,
nhl,roster_status.roster_status_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX roster_status_pkey ON nhl.roster_status USING btree (game_id, team_id, player_id, asof_ts)",,,,,,,,,,
nhl,roster_status.roster_status_uk,INDEX,,,,,,,"CREATE UNIQUE INDEX roster_status_uk ON nhl.roster_status USING btree (game_id, team_id, player_id)",,,,,,,,,,
nhl,roster_status.roster_status_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX roster_status_unique ON nhl.roster_status USING btree (team_id, asof_ts, game_id, player_id)",,,,,,,,,,
nhl,shift_teammate_overlap_game.idx_shift_teammate_overlap_game_game,INDEX,,,,,,,CREATE INDEX idx_shift_teammate_overlap_game_game ON nhl.shift_teammate_overlap_game USING btree (game_id),,,,,,,,,,
nhl,shift_teammate_overlap_game.idx_shift_teammate_overlap_game_player,INDEX,,,,,,,"CREATE INDEX idx_shift_teammate_overlap_game_player ON nhl.shift_teammate_overlap_game USING btree (player_id, game_id)",,,,,,,,,,
nhl,shift_teammate_overlap_game.shift_teammate_overlap_game_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shift_teammate_overlap_game_pkey ON nhl.shift_teammate_overlap_game USING btree (game_id, player_id, mate_id)",,,,,,,,,,
nhl,shift_teammate_overlap_game_recent_v2.idx_overlap_recent_v2_game_player,INDEX,,,,,,,"CREATE INDEX idx_overlap_recent_v2_game_player ON nhl.shift_teammate_overlap_game_recent_v2 USING btree (game_id, player_id)",,,,,,,,,,
nhl,shift_teammate_overlap_game_recent_v2.idx_overlap_recent_v2_game_team_player,INDEX,,,,,,,"CREATE INDEX idx_overlap_recent_v2_game_team_player ON nhl.shift_teammate_overlap_game_recent_v2 USING btree (game_id, team_id, player_id)",,,,,,,,,,
nhl,shift_teammate_overlap_game_recent_v2.shift_teammate_overlap_game_recent_v2_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shift_teammate_overlap_game_recent_v2_pkey ON nhl.shift_teammate_overlap_game_recent_v2 USING btree (game_id, player_id, teammate_id)",,,,,,,,,,
nhl,shiftcharts_pairings_game.idx_shiftcharts_pairings_game_team,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_pairings_game_team ON nhl.shiftcharts_pairings_game USING btree (game_id, team_id)",,,,,,,,,,
nhl,shiftcharts_pairings_game.shiftcharts_pairings_game_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shiftcharts_pairings_game_pkey ON nhl.shiftcharts_pairings_game USING btree (game_id, player_id)",,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_game,INDEX,,,,,,,CREATE INDEX idx_shiftcharts_raw_game ON nhl.shiftcharts_raw USING btree (game_id),,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_game_period,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_raw_game_period ON nhl.shiftcharts_raw USING btree (game_id, period)",,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_game_team,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_raw_game_team ON nhl.shiftcharts_raw USING btree (game_id, team_abbrev)",,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_json_gin,INDEX,,,,,,,CREATE INDEX idx_shiftcharts_raw_json_gin ON nhl.shiftcharts_raw USING gin (raw_json),,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_player,INDEX,,,,,,,CREATE INDEX idx_shiftcharts_raw_player ON nhl.shiftcharts_raw USING btree (player_id),,,,,,,,,,
nhl,shiftcharts_raw.idx_shiftcharts_raw_player_game,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_raw_player_game ON nhl.shiftcharts_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,shiftcharts_raw.shiftcharts_raw_pk,INDEX,,,,,,,"CREATE UNIQUE INDEX shiftcharts_raw_pk ON nhl.shiftcharts_raw USING btree (game_id, shift_id)",,,,,,,,,,
nhl,shiftcharts_raw.shiftcharts_raw_shift_id_uniq,INDEX,,,,,,,CREATE UNIQUE INDEX shiftcharts_raw_shift_id_uniq ON nhl.shiftcharts_raw USING btree (shift_id),,,,,,,,,,
nhl,shiftcharts_shifts.idx_shiftcharts_shifts_game_player,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_shifts_game_player ON nhl.shiftcharts_shifts USING btree (game_id, player_id)",,,,,,,,,,
nhl,shiftcharts_shifts.idx_shiftcharts_shifts_game_team,INDEX,,,,,,,"CREATE INDEX idx_shiftcharts_shifts_game_team ON nhl.shiftcharts_shifts USING btree (game_id, team_id)",,,,,,,,,,
nhl,shiftcharts_shifts.shiftcharts_shifts_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shiftcharts_shifts_pkey ON nhl.shiftcharts_shifts USING btree (game_id, shift_id)",,,,,,,,,,
nhl,shot_on_goal_events.idx_nhl_sog_events_abs_sec,INDEX,,,,,,,"CREATE INDEX idx_nhl_sog_events_abs_sec ON nhl.shot_on_goal_events USING btree (game_id, event_abs_sec)",,,,,,,,,,
nhl,shot_on_goal_events.idx_nhl_sog_events_defending_team,INDEX,,,,,,,"CREATE INDEX idx_nhl_sog_events_defending_team ON nhl.shot_on_goal_events USING btree (defending_team_id, game_date)",,,,,,,,,,
nhl,shot_on_goal_events.idx_nhl_sog_events_game_date,INDEX,,,,,,,CREATE INDEX idx_nhl_sog_events_game_date ON nhl.shot_on_goal_events USING btree (game_date),,,,,,,,,,
nhl,shot_on_goal_events.idx_nhl_sog_events_shooter_pos,INDEX,,,,,,,"CREATE INDEX idx_nhl_sog_events_shooter_pos ON nhl.shot_on_goal_events USING btree (defending_team_id, shooter_position_bucket, game_date)",,,,,,,,,,
nhl,shot_on_goal_events.idx_nhl_sog_events_shooting_team,INDEX,,,,,,,"CREATE INDEX idx_nhl_sog_events_shooting_team ON nhl.shot_on_goal_events USING btree (shooting_team_id, game_date)",,,,,,,,,,
nhl,shot_on_goal_events.shot_on_goal_events_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shot_on_goal_events_pkey ON nhl.shot_on_goal_events USING btree (game_id, event_id)",,,,,,,,,,
nhl,shot_stats_denali.idx_shot_stats_denali_game,INDEX,,,,,,,CREATE INDEX idx_shot_stats_denali_game ON nhl.shot_stats_denali USING btree (game_id),,,,,,,,,,
nhl,shot_stats_denali.idx_shot_stats_denali_season_player,INDEX,,,,,,,"CREATE INDEX idx_shot_stats_denali_season_player ON nhl.shot_stats_denali USING btree (season, shooterplayerid)",,,,,,,,,,
nhl,shot_stats_denali.shot_stats_denali_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX shot_stats_denali_pkey ON nhl.shot_stats_denali USING btree (shooterplayerid, game_id)",,,,,,,,,,
nhl,shots_all.idx_shots_all_game_id,INDEX,,,,,,,CREATE INDEX idx_shots_all_game_id ON nhl.shots_all USING btree (game_id),,,,,,,,,,
nhl,shots_all.idx_shots_all_season,INDEX,,,,,,,CREATE INDEX idx_shots_all_season ON nhl.shots_all USING btree (season),,,,,,,,,,
nhl,shots_all.idx_shots_all_shooter,INDEX,,,,,,,CREATE INDEX idx_shots_all_shooter ON nhl.shots_all USING btree (shooterplayerid),,,,,,,,,,
nhl,skater_game_logs_raw.idx_skater_game_logs_raw_player_date_game,INDEX,,,,,,,"CREATE INDEX idx_skater_game_logs_raw_player_date_game ON nhl.skater_game_logs_raw USING btree (player_id, game_date, game_id)",,,,,,,,,,
nhl,skater_game_logs_raw.idx_skater_logs_player_game,INDEX,,,,,,,"CREATE INDEX idx_skater_logs_player_game ON nhl.skater_game_logs_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,skater_game_logs_raw.idx_skater_raw_game_id,INDEX,,,,,,,CREATE INDEX idx_skater_raw_game_id ON nhl.skater_game_logs_raw USING btree (game_id),,,,,,,,,,
nhl,skater_game_logs_raw.idx_skater_raw_player_date,INDEX,,,,,,,"CREATE INDEX idx_skater_raw_player_date ON nhl.skater_game_logs_raw USING btree (player_id, game_date)",,,,,,,,,,
nhl,skater_game_logs_raw.idx_skater_raw_team_date,INDEX,,,,,,,"CREATE INDEX idx_skater_raw_team_date ON nhl.skater_game_logs_raw USING btree (team_id, game_date)",,,,,,,,,,
nhl,skater_game_logs_raw.sk_logs_game_player_idx,INDEX,,,,,,,"CREATE INDEX sk_logs_game_player_idx ON nhl.skater_game_logs_raw USING btree (game_id, player_id)",,,,,,,,,,
nhl,skater_game_logs_raw.skater_game_logs_raw_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX skater_game_logs_raw_pkey ON nhl.skater_game_logs_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,skater_game_logs_raw.skater_logs_game_idx,INDEX,,,,,,,CREATE INDEX skater_logs_game_idx ON nhl.skater_game_logs_raw USING btree (game_id),,,,,,,,,,
nhl,skater_game_logs_raw.skater_logs_opp_idx,INDEX,,,,,,,CREATE INDEX skater_logs_opp_idx ON nhl.skater_game_logs_raw USING btree (opponent_id),,,,,,,,,,
nhl,skater_game_logs_raw.skater_logs_team_idx,INDEX,,,,,,,CREATE INDEX skater_logs_team_idx ON nhl.skater_game_logs_raw USING btree (team_id),,,,,,,,,,
nhl,skater_game_logs_raw.skglr_player_date_idx,INDEX,,,,,,,"CREATE INDEX skglr_player_date_idx ON nhl.skater_game_logs_raw USING btree (player_id, game_date, game_id)",,,,,,,,,,
nhl,skater_game_logs_raw.skglr_team_date_idx,INDEX,,,,,,,"CREATE INDEX skglr_team_date_idx ON nhl.skater_game_logs_raw USING btree (team_id, game_date, game_id)",,,,,,,,,,
nhl,skater_game_logs_raw.sklr_offenders_by_game_idx,INDEX,,,,,,,"CREATE INDEX sklr_offenders_by_game_idx ON nhl.skater_game_logs_raw USING btree (game_id) WHERE ((shots_on_goal > 0) AND ((ev_sog IS NULL) OR (pp_sog IS NULL) OR (sh_sog IS NULL) OR (((COALESCE(ev_sog, 0) + COALESCE(pp_sog, 0)) + COALESCE(sh_sog, 0)) <> shots_on_goal)))",,,,,,,,,,
nhl,skater_game_special_teams_exposure.ix_st_expo_game_team,INDEX,,,,,,,"CREATE INDEX ix_st_expo_game_team ON nhl.skater_game_special_teams_exposure USING btree (game_id, team_id)",,,,,,,,,,
nhl,skater_game_special_teams_exposure.skater_game_special_teams_exposure_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX skater_game_special_teams_exposure_pkey ON nhl.skater_game_special_teams_exposure USING btree (game_id, player_id)",,,,,,,,,,
nhl,skater_points_raw.skater_points_raw_date_idx,INDEX,,,,,,,CREATE INDEX skater_points_raw_date_idx ON nhl.skater_points_raw USING btree (game_date),,,,,,,,,,
nhl,skater_points_raw.skater_points_raw_game_idx,INDEX,,,,,,,"CREATE INDEX skater_points_raw_game_idx ON nhl.skater_points_raw USING btree (game_date, game_id)",,,,,,,,,,
nhl,skater_points_raw.skater_points_raw_pid_idx,INDEX,,,,,,,CREATE INDEX skater_points_raw_pid_idx ON nhl.skater_points_raw USING btree (player_id),,,,,,,,,,
nhl,skater_points_raw.skater_points_raw_pk,INDEX,,,,,,,"CREATE UNIQUE INDEX skater_points_raw_pk ON nhl.skater_points_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,skater_points_raw.skater_points_raw_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX skater_points_raw_uniq ON nhl.skater_points_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,skater_points_raw.spr_game_team_idx,INDEX,,,,,,,"CREATE INDEX spr_game_team_idx ON nhl.skater_points_raw USING btree (game_id, team_id)",,,,,,,,,,
nhl,skater_points_raw.tf_points_enriched_game_date_idx,INDEX,,,,,,,CREATE INDEX tf_points_enriched_game_date_idx ON nhl.skater_points_raw USING btree (game_date),,,,,,,,,,
nhl,skater_points_raw.tf_points_enriched_player_idx,INDEX,,,,,,,"CREATE INDEX tf_points_enriched_player_idx ON nhl.skater_points_raw USING btree (player_id, game_date, game_id)",,,,,,,,,,
nhl,skater_rolling_agg.idx_skater_rolling_agg_player_game,INDEX,,,,,,,"CREATE INDEX idx_skater_rolling_agg_player_game ON nhl.skater_rolling_agg USING btree (player_id, game_id)",,,,,,,,,,
nhl,skater_rolling_agg.skater_roll_idx,INDEX,,,,,,,CREATE INDEX skater_roll_idx ON nhl.skater_rolling_agg USING btree (game_id),,,,,,,,,,
nhl,skater_rolling_agg.skater_rolling_agg_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX skater_rolling_agg_pkey ON nhl.skater_rolling_agg USING btree (player_id, game_id)",,,,,,,,,,
nhl,skaters2023_stage.ix_skaters2023_stage_player_season,INDEX,,,,,,,"CREATE INDEX ix_skaters2023_stage_player_season ON nhl.skaters2023_stage USING btree (((playerid)::bigint), ((season)::integer))",,,,,,,,,,
nhl,skaters_szn_sit.skaters_szn_sit_player_season_sit_idx,INDEX,,,,,,,"CREATE INDEX skaters_szn_sit_player_season_sit_idx ON nhl.skaters_szn_sit USING btree (player_id, season, situation)",,,,,,,,,,
nhl,skaters_szn_sit.skaters_szn_sit_team_season_sit_idx,INDEX,,,,,,,"CREATE INDEX skaters_szn_sit_team_season_sit_idx ON nhl.skaters_szn_sit USING btree (team_abbr, season, situation)",,,,,,,,,,
nhl,team_context_rolling.team_context_rolling_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX team_context_rolling_pkey ON nhl.team_context_rolling USING btree (team_id, game_id)",,,,,,,,,,
nhl,team_external_ids.team_external_ids_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX team_external_ids_pkey ON nhl.team_external_ids USING btree (team_id, provider)",,,,,,,,,,
nhl,team_external_ids.team_external_ids_provider_provider_team_id_key,INDEX,,,,,,,"CREATE UNIQUE INDEX team_external_ids_provider_provider_team_id_key ON nhl.team_external_ids USING btree (provider, provider_team_id)",,,,,,,,,,
nhl,team_game_sit.idx_team_game_sit_date,INDEX,,,,,,,CREATE INDEX idx_team_game_sit_date ON nhl.team_game_sit USING btree (game_date),,,,,,,,,,
nhl,team_game_sit.idx_team_game_sit_team,INDEX,,,,,,,"CREATE INDEX idx_team_game_sit_team ON nhl.team_game_sit USING btree (team_code, season, situation)",,,,,,,,,,
nhl,team_game_sit.team_game_sit_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX team_game_sit_pkey ON nhl.team_game_sit USING btree (game_id, team_code, situation)",,,,,,,,,,
nhl,team_pp_toi_totals_by_date_team.uq_team_pp_toi_totals_by_date_team,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_team_pp_toi_totals_by_date_team ON nhl.team_pp_toi_totals_by_date_team USING btree (game_date, team_id)",,,,,,,,,,
nhl,team_roll10_m.team_roll10_m_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX team_roll10_m_uniq ON nhl.team_roll10_m USING btree (team_id, game_date, game_id)",,,,,,,,,,
nhl,teams.teams_abbr_key,INDEX,,,,,,,CREATE UNIQUE INDEX teams_abbr_key ON nhl.teams USING btree (team),,,,,,,,,,
nhl,teams.teams_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX teams_pkey ON nhl.teams USING btree (team_id),,,,,,,,,,
nhl,teams_game_sit.tgs_date_idx,INDEX,,,,,,,CREATE INDEX tgs_date_idx ON nhl.teams_game_sit USING btree (game_date),,,,,,,,,,
nhl,teams_game_sit.tgs_game_idx,INDEX,,,,,,,CREATE INDEX tgs_game_idx ON nhl.teams_game_sit USING btree (game_id),,,,,,,,,,
nhl,teams_game_sit.tgs_opp_idx,INDEX,,,,,,,"CREATE INDEX tgs_opp_idx ON nhl.teams_game_sit USING btree (opp_abbr, season)",,,,,,,,,,
nhl,teams_game_sit.tgs_team_idx,INDEX,,,,,,,"CREATE INDEX tgs_team_idx ON nhl.teams_game_sit USING btree (team_abbr, season)",,,,,,,,,,
nhl,teams_game_sit.tgs_team_sit_idx,INDEX,,,,,,,"CREATE INDEX tgs_team_sit_idx ON nhl.teams_game_sit USING btree (team_abbr, situation)",,,,,,,,,,
nhl,tf_skater_attempts_roll10.uq_tf_skater_attempts_roll10,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_tf_skater_attempts_roll10 ON nhl.tf_skater_attempts_roll10 USING btree (player_id, game_id)",,,,,,,,,,
nhl,tf_team_roll10.idx_tf_team_roll10_game_team_opp,INDEX,,,,,,,"CREATE INDEX idx_tf_team_roll10_game_team_opp ON nhl.tf_team_roll10 USING btree (game_id, team_id, opponent_id)",,,,,,,,,,
nhl,tf_team_roll10.idx_tf_team_roll10_team_game,INDEX,,,,,,,"CREATE INDEX idx_tf_team_roll10_team_game ON nhl.tf_team_roll10 USING btree (team_id, game_id)",,,,,,,,,,
nhl,tf_team_roll10.tf_team_roll10_team_date_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX tf_team_roll10_team_date_unique ON nhl.tf_team_roll10 USING btree (team_id, game_date)",,,,,,,,,,
nhl,tf_team_roll10.tf_team_roll10_team_id_game_id_idx,INDEX,,,,,,,"CREATE INDEX tf_team_roll10_team_id_game_id_idx ON nhl.tf_team_roll10 USING btree (team_id, game_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2.idx_training_goalie_game_team_opp,INDEX,,,,,,,"CREATE INDEX idx_training_goalie_game_team_opp ON nhl.training_features_goalie_saves_v2 USING btree (game_id, team_id, opponent_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2.training_features_goalie_saves_v2_pk,INDEX,,,,,,,"CREATE UNIQUE INDEX training_features_goalie_saves_v2_pk ON nhl.training_features_goalie_saves_v2 USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2.uq_training_features_goalie_saves_v2_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_training_features_goalie_saves_v2_player_game ON nhl.training_features_goalie_saves_v2 USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2_ready.idx_saves_ready_date_game,INDEX,,,,,,,"CREATE INDEX idx_saves_ready_date_game ON nhl.training_features_goalie_saves_v2_ready USING btree (game_date, game_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2_ready.idx_saves_ready_date_player,INDEX,,,,,,,"CREATE INDEX idx_saves_ready_date_player ON nhl.training_features_goalie_saves_v2_ready USING btree (game_date, player_id)",,,,,,,,,,
nhl,training_features_goalie_saves_v2_ready.uq_saves_ready_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_saves_ready_player_game ON nhl.training_features_goalie_saves_v2_ready USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_nhl_saves_enr_filt.ux_saves_enr_filt,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_saves_enr_filt ON nhl.training_features_nhl_saves_enr_filt USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_nhl_saves_enriched.idx_feat_saves_goalie_date,INDEX,,,,,,,"CREATE INDEX idx_feat_saves_goalie_date ON nhl.training_features_nhl_saves_enriched USING btree (player_id, game_date)",,,,,,,,,,
nhl,training_features_nhl_saves_enriched.ux_saves_enr,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_saves_enr ON nhl.training_features_nhl_saves_enriched USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame.idx_sog_pregame_date,INDEX,,,,,,,CREATE INDEX idx_sog_pregame_date ON nhl.training_features_nhl_sog_enriched_pregame USING btree (game_date),,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame.idx_sog_pregame_player_date,INDEX,,,,,,,"CREATE INDEX idx_sog_pregame_player_date ON nhl.training_features_nhl_sog_enriched_pregame USING btree (player_id, game_date)",,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame.ux_sog_pregame_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_sog_pregame_player_game ON nhl.training_features_nhl_sog_enriched_pregame USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame_v2.idx_sog_enriched_v2_player,INDEX,,,,,,,CREATE INDEX idx_sog_enriched_v2_player ON nhl.training_features_nhl_sog_enriched_pregame_v2 USING btree (player_id),,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame_v2.idx_sog_enriched_v2_season_game,INDEX,,,,,,,"CREATE INDEX idx_sog_enriched_v2_season_game ON nhl.training_features_nhl_sog_enriched_pregame_v2 USING btree (season, game_id)",,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame_v2.idx_sog_enriched_v2_team,INDEX,,,,,,,CREATE INDEX idx_sog_enriched_v2_team ON nhl.training_features_nhl_sog_enriched_pregame_v2 USING btree (team_id),,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame_v2.uq_sog_pregame_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_sog_pregame_player_game ON nhl.training_features_nhl_sog_enriched_pregame_v2 USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_nhl_sog_enriched_pregame_v2_mt.ux_sog_pregame_v2_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_sog_pregame_v2_player_game ON nhl.training_features_nhl_sog_enriched_pregame_v2_mt USING btree (player_id, game_id)",,,,,,,,,,
nhl,training_features_shots.idx_tf_shots_season,INDEX,,,,,,,CREATE INDEX idx_tf_shots_season ON nhl.training_features_shots USING btree (season),,,,,,,,,,
nhl,training_features_sog_denali.idx_training_features_sog_denali_player_date_game,INDEX,,,,,,,"CREATE INDEX idx_training_features_sog_denali_player_date_game ON nhl.training_features_sog_denali USING btree (player_id, game_date, game_id)",,,,,,,,,,
nhl,training_features_sog_denali.uq_training_features_sog_denali_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_training_features_sog_denali_player_game ON nhl.training_features_sog_denali USING btree (player_id, game_id)",,,,,,,,,,
nhl,user_props.nhl_user_props_lookup_idx,INDEX,,,,,,,"CREATE INDEX nhl_user_props_lookup_idx ON nhl.user_props USING btree (game_id, player_id, prop_type)",,,,,,,,,,
nhl,user_props.nhl_user_props_unique_prop_idx,INDEX,,,,,,,"CREATE UNIQUE INDEX nhl_user_props_unique_prop_idx ON nhl.user_props USING btree (game_id, player_id, prop_type, over_under, prop_value, prop_source)",,,,,,,,,,
nhl,user_props.user_props_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX user_props_pkey ON nhl.user_props USING btree (id),,,,,,,,,,
public,mlb_team_map.mlb_team_map_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX mlb_team_map_pkey ON public.mlb_team_map USING btree (abbr),,,,,,,,,,
public,opp_starter_per_game.opp_starter_per_game_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX opp_starter_per_game_pkey ON public.opp_starter_per_game USING btree (game_id, team)",,,,,,,,,,
realtime,messages.messages_inserted_at_topic_index,INDEX,,,,,,,"CREATE INDEX messages_inserted_at_topic_index ON ONLY realtime.messages USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages.messages_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_pkey ON ONLY realtime.messages USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_21.messages_2026_02_21_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_21_inserted_at_topic_idx ON realtime.messages_2026_02_21 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_21.messages_2026_02_21_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_21_pkey ON realtime.messages_2026_02_21 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_22.messages_2026_02_22_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_22_inserted_at_topic_idx ON realtime.messages_2026_02_22 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_22.messages_2026_02_22_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_22_pkey ON realtime.messages_2026_02_22 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_23.messages_2026_02_23_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_23_inserted_at_topic_idx ON realtime.messages_2026_02_23 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_23.messages_2026_02_23_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_23_pkey ON realtime.messages_2026_02_23 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_24.messages_2026_02_24_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_24_inserted_at_topic_idx ON realtime.messages_2026_02_24 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_24.messages_2026_02_24_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_24_pkey ON realtime.messages_2026_02_24 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_25.messages_2026_02_25_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_25_inserted_at_topic_idx ON realtime.messages_2026_02_25 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_25.messages_2026_02_25_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_25_pkey ON realtime.messages_2026_02_25 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_26.messages_2026_02_26_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_26_inserted_at_topic_idx ON realtime.messages_2026_02_26 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
realtime,messages_2026_02_26.messages_2026_02_26_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX messages_2026_02_26_pkey ON realtime.messages_2026_02_26 USING btree (id, inserted_at)",,,,,,,,,,
realtime,messages_2026_02_27.messages_2026_02_27_inserted_at_topic_idx,INDEX,,,,,,,"CREATE INDEX messages_2026_02_27_inserted_at_topic_idx ON realtime.messages_2026_02_27 USING btree (inserted_at DESC, topic) WHERE ((extension = 'broadcast'::text) AND (private IS TRUE))",,,,,,,,,,
